approved_symbol,hgnc_id,gene_name_reported,source,source_count,source_evidence
ABCC6,57,ABCC6,OMIM:264800; OMIM:614473,2,HP:0100817; HP:0000121
ACE,2707,ACE,OMIM:267430,1,HP:0008660 | HP:0100519
ACP5,124,ACP5,OMIM:607944,1,HP:0005576
ACTG2,145,ACTG2,OMIM:155310; OMIM:619431,2,HP:0000076 | HP:0000126; HP:0000072 | HP:0000126
ACTN4,166,ACTN4,OMIM:603278,1,HP:0003774 | HP:0000097
ADA,186,ADA,OMIM:102700; OMIM:102700; OMIM:102700; OMIM:102700,4,HP:0001967; HP:0001967; HP:0001967; HP:0001967
ADA2,1839,ADA2,OMIM:615688,1,HP:0033261
ADAMTS13,1366,ADAMTS13,OMIM:274150,1,HP:0005575 | HP:0012211 | HP:0002907
ADCY10,21285,ADCY10,OMIM:143870,1,HP:0008672
ADNP,15766,ADNP,OMIM:615873,1,HP:0000105
AFF3,6473,AFF3,OMIM:619297,1,HP:0000089 | HP:0000085
AFF4,17869,AFF4,OMIM:616368,1,HP:0000085 | HP:0000076
AGPAT2,325,AGPAT2,OMIM:608594,1,HP:0000787
AGT,333,AGT,OMIM:267430,1,HP:0008660 | HP:0100519
AGTR1,336,AGTR1,OMIM:267430,1,HP:0008660 | HP:0100519
AGXT,341,AGXT,OMIM:259900,1,HP:0000121 | HP:0000083 | HP:0008672 | HP:0000790
AHI1,21575,AHI1,OMIM:608629,1,HP:0003774 | HP:0000090
AIRE,360,AIRE,OMIM:240300; OMIM:240300,2,HP:0000121; HP:0000121
AKT1,391,AKT1,OMIM:114500,1,HP:0005584
ALDH18A1,9722,ALDH18A1,OMIM:616603,1,HP:0000122
ALDOB,417,ALDOB,OMIM:229600,1,HP:0000114 | HP:0002049
ALG5,20266,ALG5,OMIM:620056,1,HP:0003774 | HP:0012585 | HP:0032948 | HP:0000083 | HP:0005562
ALG8,23161,ALG8,OMIM:617874,1,HP:0000107
ALG9,15672,ALG9,OMIM:263210; OMIM:608776,2,HP:0000113; HP:0000113
ALKBH8,25189,ALKBH8,OMIM:618504,1,HP:0000122
ALMS1,428,ALMS1,OMIM:203800,1,HP:0000123 | HP:0001970 | HP:0000083
ALPL,438,ALPL,OMIM:241500,1,HP:0000121
AMER1,26837,AMER1,OMIM:300373,1,HP:0000003
AMMECR1,467,AMMECR1,OMIM:300990,1,HP:0000121 | HP:0000110
AMN,14604,AMN,OMIM:618882,1,HP:0000083
ANKRD17,23575,ANKRD17,OMIM:619504,1,HP:0000122
ANKS6,26724,ANKS6,OMIM:615382,1,HP:0003774 | HP:0000083 | HP:0000090 | HP:0000113 | HP:0000105
ANLN,14082,ANLN,OMIM:616032,1,HP:0003774 | HP:0000100 | HP:0000097
ANOS1,6211,ANOS1,OMIM:308700,1,HP:0000122
ANTXR1,21014,ANTXR1,OMIM:230740,1,HP:0005576
AP2S1,565,AP2S1,OMIM:600740,1,HP:0000083 | HP:0000787 | HP:0008659
APC,583,APC,OMIM:114500,1,HP:0005584
APOA1,600,APOA1,OMIM:105200,1,HP:0000112 | HP:0000100 | HP:0000790
APOE,613,APOE,OMIM:611771,1,HP:0100820 | HP:0012574 | HP:0000083
APOL1,618,APOL1,OMIM:612551,1,HP:0003774 | HP:0000097
APRT,626,APRT,OMIM:614723,1,HP:0000083 | HP:0000790 | HP:0034368 | HP:0100520 | HP:0000787
AQP2,634,AQP2,OMIM:125800; OMIM:125800,2,HP:0000103; HP:0000103
ARHGDIA,678,ARHGDIA,OMIM:615244,1,HP:0003774 | HP:0000100 | HP:0012577 | HP:0012622 | HP:0001967
ARID1B,18040,ARID1B,OMIM:135900,1,HP:0000089 | HP:0000086 | HP:0000126 | HP:0000072
ARL3,694,ARL3,OMIM:618161,1,HP:0030760 | HP:0000003 | HP:0000126
ARL6,13210,ARL6,OMIM:209900; OMIM:209900; OMIM:600151,3,HP:0000077; HP:0000077; HP:0000089
ARNT2,16876,ARNT2,OMIM:615926,1,HP:0000076 | HP:0000126
ARPC4,707,ARPC4,OMIM:620141,1,HP:0000126
ARSK,25239,ARSK,OMIM:619698,1,HP:0000787
ARX,18060,ARX,OMIM:300004,1,HP:0000110
ASXL1,18318,ASXL1,OMIM:605039,1,HP:0000076
ASXL2,23805,ASXL2,OMIM:617190,1,HP:0000122
ATN1,3033,ATN1,OMIM:618494,1,HP:0000089 | HP:0000122 | HP:0000126
ATP1A1,799,ATP1A1,OMIM:618314,1,HP:0000121 | HP:0000103
ATP6V0A4,866,ATP6V0A4,OMIM:602722,1,HP:0000121 | HP:0008341
ATP6V1B1,853,ATP6V1B1,OMIM:267300,1,HP:0001947 | HP:0000787
ATP7A,869,ATP7A,OMIM:304150,1,HP:0006000 | HP:0000126
ATP7B,870,ATP7B,OMIM:277900,1,HP:0000124 | HP:0000787
ATPAF2,18802,ATPAF2,OMIM:604273,1,HP:0000089
ATRX,886,ATRX,OMIM:301040; OMIM:309580,2,HP:0000126 | HP:0000104; HP:0000089 | HP:0000076
AURKA,11393,AURKA,OMIM:114500; OMIM:114500,2,HP:0005584; HP:0005584
AVIL,14188,AVIL,OMIM:618594,1,HP:0003774 | HP:0031266 | HP:0001967 | HP:0012588
AVPR2,897,AVPR2,OMIM:304800,1,HP:0000103
AXIN1,903,AXIN1,OMIM:607864,1,HP:0000073
AXIN2,904,AXIN2,OMIM:114500,1,HP:0005584
B2M,914,B2M,OMIM:105200,1,HP:0000112 | HP:0000100 | HP:0000790
B3GALT6,17978,B3GALT6,OMIM:609465,1,HP:0000126
B3GLCT,20207,B3GLCT,OMIM:261540,1,HP:0000089 | HP:0000126 | HP:0000073
B4GAT1,15685,B4GAT1,OMIM:615287,1,HP:0000003 | HP:0000126
B9D1,24123,B9D1,OMIM:614209; OMIM:617120,2,HP:0000003; HP:0010946
B9D2,28636,B9D2,OMIM:614175; OMIM:614175,2,HP:0000107; HP:0000107
BAP1,950,BAP1,OMIM:614327; OMIM:619762,2,HP:0005584; HP:0000126
BAX,959,BAX,OMIM:114500,1,HP:0005584
BBIP1,28093,BBIP1,OMIM:615995,1,HP:0003774 | HP:0000083
BBS1,966,BBS1,OMIM:209900; OMIM:209900,2,HP:0000077; HP:0000077
BBS10,26291,BBS10,OMIM:615987,1,HP:0000083 | HP:0000107
BBS12,26648,BBS12,OMIM:615989,1,HP:0000072 | HP:0000800 | HP:0000126
BBS2,967,BBS2,OMIM:616562,1,HP:0012210
BBS4,969,BBS4,OMIM:615982,1,HP:0000077 | HP:0000107
BBS9,30000,BBS9,OMIM:615986,1,HP:0000083
BCS1L,1020,BCS1L,OMIM:124000,1,HP:0001970
BICC1,19351,BICC1,OMIM:601331,1,HP:0000110 | HP:0000076 | HP:0000083 | HP:0004719 | HP:0000800
BICRA,4332,BICRA,OMIM:619325,1,HP:0000085
BMP4,1071,BMP4,OMIM:607932,1,HP:0000089
BMPER,24154,BMPER,OMIM:608022,1,HP:0000085 | HP:0000800 | HP:0008643 | HP:0100880 | HP:0000105
BNC2,30988,BNC2,OMIM:618612,1,HP:0000076
BRAF,1097,BRAF,OMIM:114500; OMIM:115150,2,HP:0005584; HP:0000126
BRCA2,1101,BRCA2,OMIM:194070; OMIM:194070,2,HP:0002667; HP:0002667
BSCL2,15832,BSCL2,OMIM:269700,1,HP:0000787
BSND,16512,BSND,OMIM:602522; OMIM:602522,2,HP:0005576 | HP:0000083 | HP:0004737 | HP:0005565 | HP:0012213 | HP:0004727 | HP:0000103; HP:0005576 | HP:0000083 | HP:0004737 | HP:0005565 | HP:0012213 | HP:0004727 | HP:0000103
BUB1,1148,BUB1,OMIM:114500,1,HP:0005584
BUB1B,1149,BUB1B,OMIM:114500; OMIM:257300,2,HP:0005584; HP:0002667 | HP:0000003 | HP:0000107
C1QA,1241,C1QA,OMIM:613652,1,HP:0000793
C1QBP,1243,C1QBP,OMIM:617713,1,HP:0000100
C1S,1247,C1S,OMIM:617174,1,HP:0002667
C2CD3,24564,C2CD3,OMIM:615948,1,HP:0012583
C3,1318,C3,OMIM:612925; OMIM:613779,2,HP:0003774 | HP:0005575 | HP:0000790 | HP:0001919 | HP:0100519; HP:0000100 | HP:0000793 | HP:0000083
C4A,1323,C4A,OMIM:614380,1,HP:0000099
CA2,1373,CA2,OMIM:259730,1,HP:0008341
CACNA1D,1391,CACNA1D,OMIM:615474,1,HP:0000787
CAD,1424,CAD,OMIM:616457,1,HP:0001947
CAMK2A,1460,CAMK2A,OMIM:617798,1,HP:0000126
CAPN15,11182,CAPN15,OMIM:619318,1,HP:0000085
CASP10,1500,CASP10,OMIM:603909,1,HP:0000123 | HP:0000100
CASR,1514,CASR,OMIM:145980; OMIM:239200; OMIM:239200; OMIM:601198; OMIM:601198,5,HP:0000787; HP:0000103; HP:0000103; HP:0000121 | HP:0012213 | HP:0000787; HP:0000121 | HP:0012213 | HP:0000787
CAV1,1527,CAV1,OMIM:606721,1,HP:0000103
CC2D2A,29253,CC2D2A,OMIM:612284; OMIM:612285; OMIM:619111,3,HP:0000085 | HP:0000107; HP:0003774; HP:0004719
CCBE1,29426,CCBE1,OMIM:235510,1,HP:0000086 | HP:0000085 | HP:0000126 | HP:0000076
CCDC28B,28163,CCDC28B,OMIM:209900; OMIM:209900,2,HP:0000077; HP:0000077
CCND1,1582,CCND1,OMIM:114500; OMIM:114500; OMIM:193300,3,HP:0005584; HP:0005584; HP:0005584 | HP:0005562
CCNQ,28434,CCNQ,OMIM:300707,1,HP:0004736 | HP:0000076 | HP:0000072 | HP:0000125 | HP:0000126
CD151,1630,CD151,OMIM:609057,1,HP:0003774 | HP:0000123 | HP:0033485 | HP:0004722
CD2AP,14258,CD2AP,OMIM:607832,1,HP:0000083 | HP:0000097 | HP:0000790
CD46,6953,CD46,OMIM:612922; OMIM:612922,2,HP:0005575 | HP:0000790 | HP:0001919 | HP:0100519; HP:0005575 | HP:0000790 | HP:0001919 | HP:0100519
CD81,1701,CD81,OMIM:613496,1,HP:0000099 | HP:0003774 | HP:0012587 | HP:0033295 | HP:0000105 | HP:0000126
CD96,16892,CD96,OMIM:211750,1,HP:0000803
CDC42,1736,CDC42,OMIM:616737,1,HP:0000122 | HP:0000126
CDC42BPB,1738,CDC42BPB,OMIM:619841,1,HP:0010945 | HP:0004736
CDC45,1739,CDC45,OMIM:617063,1,HP:0000076
CDC73,16783,CDC73,OMIM:145001; OMIM:145001,2,HP:0006735 | HP:0002667 | HP:0000113 | HP:0000787 | HP:0006766; HP:0006735 | HP:0002667 | HP:0000113 | HP:0000787 | HP:0006766
CDKN1B,1785,CDKN1B,OMIM:610755,1,HP:0006772
CDKN1C,1786,CDKN1C,OMIM:130650,1,HP:0000121 | HP:0000076 | HP:0000803 | HP:0002667 | HP:0000105 | HP:0000787
CENPF,1857,CENPF,OMIM:243605,1,HP:0012584 | HP:0000126
CEP120,26690,CEP120,OMIM:616300,1,HP:0000089 | HP:0000107
CEP164,29182,CEP164,OMIM:614845,1,HP:0000090
CEP290,29021,CEP290,OMIM:610188; OMIM:610189; OMIM:611134; OMIM:615991,4,HP:0003774 | HP:0005565 | HP:0000090 | HP:0000803 | HP:0004727; HP:0003774; HP:0000107; HP:0000083
CEP41,12370,CEP41,OMIM:614464,1,HP:0000090
CEP55,1161,CEP55,OMIM:236500,1,HP:0000089 | HP:0000110 | HP:0012300 | HP:0000107
CEP83,17966,CEP83,OMIM:615862,1,HP:0003774 | HP:0001970 | HP:0000090 | HP:0000092 | HP:0004722
CFAP418,27232,CFAP418,OMIM:617406,1,HP:0000085
CFB,1037,CFB,OMIM:612924,1,HP:0001919 | HP:0005575 | HP:0000790 | HP:0100519
CFH,4883,CFH,OMIM:235400; OMIM:235400; OMIM:609814; OMIM:609814,4,HP:0005575 | HP:0001919 | HP:0100519; HP:0005575 | HP:0001919 | HP:0100519; HP:0000790 | HP:0004746 | HP:0012622 | HP:0004722; HP:0000790 | HP:0004746 | HP:0012622 | HP:0004722
CFHR1,4888,CFHR1,OMIM:235400; OMIM:235400,2,HP:0005575 | HP:0001919 | HP:0100519; HP:0005575 | HP:0001919 | HP:0100519
CFHR3,16980,CFHR3,OMIM:235400; OMIM:235400,2,HP:0005575 | HP:0001919 | HP:0100519; HP:0005575 | HP:0001919 | HP:0100519
CFHR5,24668,CFHR5,OMIM:614809,1,HP:0000099 | HP:0003774 | HP:0033493 | HP:0012574 | HP:0025005 | HP:0000083 | HP:0002907 | HP:0012576 | HP:0004746
CFI,5394,CFI,OMIM:610984; OMIM:612923,2,HP:0000099 | HP:0000083 | HP:0012330; HP:0005575 | HP:0000790 | HP:0001919 | HP:0100519
CHD4,1919,CHD4,OMIM:617159,1,HP:0000083 | HP:0000076
CHD7,20626,CHD7,OMIM:214800,1,HP:0000089 | HP:0000085 | HP:0000126 | HP:0000104
CHEK2,16627,CHEK2,OMIM:114500; OMIM:114500,2,HP:0005584; HP:0005584
CHKA,1937,CHKA,OMIM:620023,1,HP:0000787
CHRM3,1952,CHRM3,OMIM:100100,1,HP:0000072 | HP:0000126
CHRNA3,1957,CHRNA3,OMIM:191800,1,HP:0000076 | HP:0012624 | HP:0000126
CHST14,24464,CHST14,OMIM:601776,1,HP:0000126 | HP:0000100
CHUK,1974,CHUK,OMIM:613630,1,HP:0000085
CILK1,21219,CILK1,OMIM:612651,1,HP:0004719 | HP:0000105
CIT,1985,CIT,OMIM:617090,1,HP:0000104
CLCN3,2021,CLCN3,OMIM:619512,1,HP:0010945
CLCN5,2023,CLCN5,OMIM:300009; OMIM:300554; OMIM:308990; OMIM:310468,4,HP:0000121 | HP:0003774 | HP:0000083 | HP:0012622 | HP:0000114 | HP:0002907 | HP:0000787; HP:0000121 | HP:0000083 | HP:0012622 | HP:0000114 | HP:0000787; HP:0000121 | HP:0000083 | HP:0000097 | HP:0000092 | HP:0002907 | HP:0000114; HP:0000121 | HP:0005576 | HP:0000083 | HP:0002907 | HP:0000096 | HP:0000092 | HP:0000114 | HP:0000787 | HP:0012622
CLCN7,2025,CLCN7,OMIM:618541,1,HP:0005565
CLCNKA,2026,CLCNKA,OMIM:613090,1,HP:0000083 | HP:0012213 | HP:0000103
CLCNKB,2027,CLCNKB,OMIM:607364; OMIM:613090,2,HP:0000121 | HP:0005579 | HP:0000103; HP:0000083 | HP:0012213 | HP:0000103
CLDN10,2033,CLDN10,OMIM:617671,1,HP:0000083 | HP:0000103 | HP:0000787
CLDN16,2037,CLDN16,OMIM:248250,1,HP:0000121 | HP:0012622 | HP:0000790 | HP:0008341 | HP:0000103 | HP:0000787
CLDN19,2040,CLDN19,OMIM:248190,1,HP:0000121 | HP:0003774 | HP:0012622 | HP:0000787
CLDN2,2041,CLDN2,OMIM:301060,1,HP:0000787
CNNM2,103,CNNM2,OMIM:613882,1,HP:0033759
COG1,6545,COG1,OMIM:611209,1,HP:0005575 | HP:0000083 | HP:0000126
COG6,18621,COG6,OMIM:614576,1,HP:0000122 | HP:0004719 | HP:0000114
COG7,18622,COG7,OMIM:608779,1,HP:0000126
COL18A1,2195,COL18A1,OMIM:267750,1,HP:0000081 | HP:0000126 | HP:0030037 | HP:0000075
COL4A1,2202,COL4A1,OMIM:611773,1,HP:0000083 | HP:0000790 | HP:0000107
COL4A3,2204,COL4A3,OMIM:104200; OMIM:203780,2,HP:0000099 | HP:0000121 | HP:0003774 | HP:0000123 | HP:0000100 | HP:0000083 | HP:0030034 | HP:0000790 | HP:0002907 | HP:0004722; HP:0003774 | HP:0000123 | HP:0000100 | HP:0000083 | HP:0030034 | HP:0000790 | HP:0004722
COL4A4,2206,COL4A4,OMIM:141200; OMIM:203780,2,HP:0000790 | HP:0012577; HP:0003774 | HP:0000123 | HP:0000100 | HP:0000083 | HP:0030034 | HP:0000790 | HP:0004722
COL4A5,2207,COL4A5,OMIM:301050,1,HP:0003774 | HP:0000123 | HP:0000100 | HP:0000083 | HP:0030034 | HP:0002907 | HP:0004722
COLEC10,2220,COLEC10,OMIM:248340,1,HP:0000085
COLEC11,17213,COLEC11,OMIM:265050,1,HP:0000085
COPA,2230,COPA,OMIM:616414,1,HP:0012574 | HP:0008653
COQ2,25223,COQ2,OMIM:607426,1,HP:0000100 | HP:0000097 | HP:0000096
COQ6,20233,COQ6,OMIM:614650,1,HP:0003774 | HP:0000097 | HP:0012588 | HP:0001967 | HP:0000787
COQ7,2244,COQ7,OMIM:616733,1,HP:0000110 | HP:0005932
COQ8B,19041,COQ8B,OMIM:615573,1,HP:0003774 | HP:0000097 | HP:0000096 | HP:0012588
COX14,28216,COX14,OMIM:619053,1,HP:0000089
CPLANE1,25801,CPLANE1,OMIM:277170; OMIM:614615,2,HP:0000110 | HP:0000104; HP:0012210
CPT1A,2328,CPT1A,OMIM:255120,1,HP:0001947
CPT2,2330,CPT2,OMIM:255110; OMIM:255110; OMIM:608836,3,HP:0000083; HP:0000083; HP:0000083 | HP:0000113 | HP:0000126 | HP:0000110 | HP:0000073 | HP:0000105
CRB2,18688,CRB2,OMIM:219730; OMIM:616220,2,HP:0000083 | HP:0000108; HP:0000097 | HP:0012588
CREBBP,2348,CREBBP,OMIM:180849,1,HP:0000126
CRTAP,2379,CRTAP,OMIM:610682,1,HP:0000126
CSPP1,26193,CSPP1,OMIM:615636,1,HP:0004719 | HP:0000107
CTLA4,2505,CTLA4,OMIM:152700,1,HP:0033726 | HP:0000123
CTNNB1,2514,CTNNB1,OMIM:114500,1,HP:0005584
CTNS,2518,CTNS,OMIM:219800; OMIM:219800; OMIM:219900,3,HP:0000083 | HP:0002907 | HP:0003774 | HP:0012408 | HP:0000790 | HP:0000103 | HP:0001994 | HP:0000787; HP:0000083 | HP:0002907 | HP:0003774 | HP:0012408 | HP:0000790 | HP:0000103 | HP:0001994 | HP:0000787; HP:0003774
CTU2,28005,CTU2,OMIM:618142,1,HP:0000122 | HP:0004736
CUBN,2548,CUBN,OMIM:261100; OMIM:618884,2,HP:0002907; HP:0000083
CWC27,10664,CWC27,OMIM:250410,1,HP:0000085 | HP:0000107
CYB561,2571,CYB561,OMIM:618182,1,HP:0012213
CYBC1,28672,CYBC1,OMIM:618935,1,HP:0000100
CYP24A1,2602,CYP24A1,OMIM:143880,1,HP:0000121 | HP:0012408 | HP:0000103 | HP:0000787
DAAM2,18143,DAAM2,OMIM:619263,1,HP:0033132 | HP:0000097 | HP:0031266 | HP:0012588
DACT1,17748,DACT1,OMIM:617466,1,HP:0000076 | HP:0004736
DCC,2701,DCC,OMIM:114500,1,HP:0005584
DCDC2,18141,DCDC2,OMIM:616217; OMIM:617394,2,HP:0003774 | HP:0032948 | HP:0004719 | HP:0000090; HP:0000076
DCHS1,13681,DCHS1,OMIM:601390,1,HP:0000089
DDB1,2717,DDB1,OMIM:619426,1,HP:0000085 | HP:0000126 | HP:0000072
DDX59,25360,DDX59,OMIM:174300,1,HP:0000085
DDX6,2747,DDX6,OMIM:618653,1,HP:0000076 | HP:0000125 | HP:0000126
DGKE,2852,DGKE,OMIM:615008; OMIM:615008,2,HP:0003774 | HP:0001919 | HP:0000099 | HP:0000100 | HP:0005575 | HP:0004722; HP:0003774 | HP:0001919 | HP:0000099 | HP:0000100 | HP:0005575 | HP:0004722
DHCR7,2860,DHCR7,OMIM:270400,1,HP:0000089 | HP:0000122 | HP:0000081 | HP:0000126 | HP:0000074 | HP:0000107 | HP:0000104
DHDDS,20603,DHDDS,OMIM:613861; OMIM:613861,2,HP:0000083; HP:0000083
DHODH,2867,DHODH,OMIM:263750,1,HP:0000077
DHX16,2739,DHX16,OMIM:618733,1,HP:0005565 | HP:0005562
DICER1,17098,DICER1,OMIM:180295; OMIM:618272,2,HP:0002667; HP:0002667 | HP:0000105
DIS3L2,28648,DIS3L2,OMIM:267000,1,HP:0008696 | HP:0100880 | HP:0008643 | HP:0002667
DKC1,2890,DKC1,OMIM:305000,1,HP:0000085
DLC1,2897,DLC1,OMIM:114500,1,HP:0005584
DLL4,2910,DLL4,OMIM:616589,1,HP:0000089
DNA2,2939,DNA2,OMIM:615807,1,HP:0000086
DNAJB11,14889,DNAJB11,OMIM:618061,1,HP:0003774 | HP:0000083 | HP:0012213 | HP:0000113
DNASE1,2956,DNASE1,OMIM:152700,1,HP:0033726 | HP:0000123
DNASE1L3,2959,DNASE1L3,OMIM:614420,1,HP:0033726
DNASE2,2960,DNASE2,OMIM:619858,1,HP:0000793
DNMT3A,2978,DNMT3A,OMIM:615879,1,HP:0000076
DPH1,3003,DPH1,OMIM:616901,1,HP:0001970 | HP:0000790
DSTYK,29043,DSTYK,OMIM:610805,1,HP:0003774 | HP:0000076 | HP:0000074
DVL3,3087,DVL3,OMIM:616894,1,HP:0000076
DYNC2H1,2962,DYNC2H1,OMIM:613091; OMIM:613091,2,HP:0000113 | HP:0000110 | HP:0000105; HP:0000113 | HP:0000110 | HP:0000105
DYNC2I2,28296,DYNC2I2,OMIM:615633,1,HP:0000121
DYNC2LI1,24595,DYNC2LI1,OMIM:617088,1,HP:0000085
DZIP1L,26551,DZIP1L,OMIM:617610,1,HP:0003774 | HP:0005565 | HP:0004719 | HP:0000113 | HP:0000105
EBF3,19087,EBF3,OMIM:617330,1,HP:0000076
EBP,3133,EBP,OMIM:300960; OMIM:302960,2,HP:0004736; HP:0000126
EDNRA,3179,EDNRA,OMIM:616367,1,HP:0000072
EHHADH,3247,EHHADH,OMIM:615605,1,HP:0000083
EHMT1,24650,EHMT1,OMIM:610253,1,HP:0012210
EIF2AK3,3255,EIF2AK3,OMIM:226980,1,HP:0000083
ELP1,5959,ELP1,OMIM:223900,1,HP:0012211 | HP:0000096
EMP2,3334,EMP2,OMIM:615861,1,HP:0000100 | HP:0031266 | HP:0012588 | HP:0012579
EN1,3342,EN1,OMIM:619218,1,HP:0000126
ENPP1,3356,ENPP1,OMIM:208000; OMIM:613312,2,HP:0001920; HP:0012408
EP300,3373,EP300,OMIM:114500,1,HP:0005584
ERBB3,3431,ERBB3,OMIM:607598,1,HP:0000126
ERCC4,3436,ERCC4,OMIM:610965,1,HP:0000083
ERCC6,3438,ERCC6,OMIM:133540,1,HP:0000083
ERCC8,3439,ERCC8,OMIM:216400,1,HP:0000083
ESCO2,27230,ESCO2,OMIM:216100; OMIM:268300,2,HP:0000085; HP:0000085 | HP:0000113
ETFA,3481,ETFA,OMIM:231680,1,HP:0000114 | HP:0000113 | HP:0000803
ETFB,3482,ETFB,OMIM:231680,1,HP:0000114 | HP:0000113 | HP:0000803
ETFDH,3483,ETFDH,OMIM:231680,1,HP:0000114 | HP:0000113 | HP:0000803
EYA1,3519,EYA1,OMIM:113650,1,HP:0004742 | HP:0000122 | HP:0000799 | HP:0000113 | HP:0004712 | HP:0000110 | HP:0000076
FAH,3579,FAH,OMIM:276700,1,HP:0000121 | HP:0000083 | HP:0000096 | HP:0001994 | HP:0000105
FAM20A,23015,FAM20A,OMIM:204690,1,HP:0000121 | HP:0000083 | HP:0004727 | HP:0000103
FAM20C,22140,FAM20C,OMIM:259775,1,HP:0000126 | HP:0000072
FAN1,29170,FAN1,OMIM:614817,1,HP:0003774 | HP:0001970 | HP:0032948 | HP:0000790 | HP:0000090 | HP:0041050
FANCA,3582,FANCA,OMIM:227650,1,HP:0000086 | HP:0000085 | HP:0000081 | HP:0012210 | HP:0000104
FANCB,3583,FANCB,OMIM:300514,1,HP:0000104
FANCC,3584,FANCC,OMIM:227645,1,HP:0000086 | HP:0000085 | HP:0000081 | HP:0000104
FANCD2,3585,FANCD2,OMIM:227646,1,HP:0000086 | HP:0000085 | HP:0000081 | HP:0000125 | HP:0000075 | HP:0000104
FANCE,3586,FANCE,OMIM:600901,1,HP:0000086 | HP:0000085 | HP:0000081 | HP:0000104
FANCF,3587,FANCF,OMIM:603467,1,HP:0000089 | HP:0000076 | HP:0000125
FANCI,25568,FANCI,OMIM:609053,1,HP:0000089 | HP:0000085 | HP:0012210 | HP:0000076
FANCL,20748,FANCL,OMIM:614083,1,HP:0000089 | HP:0000122
FAT4,23109,FAT4,OMIM:615546,1,HP:0000089
FBXL4,13601,FBXL4,OMIM:615471,1,HP:0001947
FBXW11,13607,FBXW11,OMIM:618914,1,HP:0000089
FCGR2A,3616,FCGR2A,OMIM:152700,1,HP:0033726 | HP:0000123
