approved_symbol,hgnc_id,gene_name_reported,source,source_count,source_evidence
FCGR2B,3618,FCGR2B,OMIM:152700,1,HP:0033726 | HP:0000123
FGA,3661,FGA,OMIM:105200,1,HP:0000112 | HP:0000100 | HP:0000790
FGF13,3670,FGF13,OMIM:301058; OMIM:301058,2,HP:0010945; HP:0010945
FGF20,3677,FGF20,OMIM:615721,1,HP:0010958
FGF23,3680,FGF23,OMIM:617993,1,HP:0012408
FGFR1,3688,FGFR1,OMIM:613001,1,HP:0000125 | HP:0000126
FGFR2,3689,FGFR2,OMIM:101200; OMIM:149730; OMIM:207410,3,HP:0000126; HP:0009741 | HP:0000104; HP:0012210
FGFR3,3690,FGFR3,OMIM:114500,1,HP:0005584
FH,3700,FH,OMIM:150800,1,HP:0005584
FIBP,3705,FIBP,OMIM:617107,1,HP:0030037 | HP:0004712 | HP:0000110 | HP:0000107 | HP:0002667
FLCN,27310,FLCN,OMIM:114500; OMIM:135150; OMIM:144700,3,HP:0005584; HP:0005584 | HP:0000107 | HP:0009726; HP:0005584
FLNA,3754,FLNA,OMIM:300048; OMIM:300048; OMIM:304120; OMIM:305620; OMIM:309350,5,HP:0000126; HP:0000126; HP:0000126; HP:0000126 | HP:0000072; HP:0000071 | HP:0000126
FLNB,3755,FLNB,OMIM:272460,1,HP:0000107
FN1,3778,FN1,OMIM:601894,1,HP:0003774 | HP:0000100 | HP:0002907 | HP:0000083 | HP:0030949 | HP:0030162
FOCAD,23377,FOCAD,OMIM:619991,1,HP:0004719 | HP:0000126
FOXF1,3809,FOXF1,OMIM:265380,1,HP:0000126 | HP:0010946 | HP:0000072
FOXP3,6106,FOXP3,OMIM:304790,1,HP:0000099
FRAS1,19185,FRAS1,OMIM:219000,1,HP:0000089 | HP:0008678
FREM1,23399,FREM1,OMIM:608980,1,HP:0000122 | HP:0000104
FREM2,25396,FREM2,OMIM:617666,1,HP:0000089 | HP:0000104
FUT8,4019,FUT8,OMIM:618005,1,HP:0000121
FXYD2,4026,FXYD2,OMIM:154020,1,HP:0000083
G6PC1,4056,G6PC1,OMIM:232200,1,HP:0000097 | HP:0012213 | HP:0000105 | HP:0000787
G6PC3,24861,G6PC3,OMIM:612541; OMIM:612541,2,HP:0000126; HP:0000126
GALNT3,4125,GALNT3,OMIM:211900,1,HP:0000121 | HP:0005572 | HP:0005571
GANAB,4138,GANAB,OMIM:600666,1,HP:0000113
GATA3,4172,GATA3,OMIM:146255,1,HP:0000121 | HP:0000110 | HP:0008718 | HP:0000100 | HP:0000790 | HP:0012622 | HP:0008341 | HP:0002049 | HP:0004722
GATA6,4174,GATA6,OMIM:600001,1,HP:0000073
GATM,4175,GATM,OMIM:134600,1,HP:0000083 | HP:0034359 | HP:0000124
GBE1,4180,GBE1,OMIM:232500,1,HP:0005576
GCM2,4198,GCM2,OMIM:617343,1,HP:0000787
GDF6,4221,GDF6,OMIM:118100,1,HP:0000122 | HP:0000077
GEMIN4,15717,GEMIN4,OMIM:617913,1,HP:0000121 | HP:0000089 | HP:0001920 | HP:0000126
GFRA1,4243,GFRA1,OMIM:619887,1,HP:0010958
GLA,4296,GLA,OMIM:301500; OMIM:301500,2,HP:0000083; HP:0000083
GLI3,4319,GLI3,OMIM:146510,1,HP:0000089 | HP:0000086 | HP:0000126 | HP:0000110 | HP:0000072 | HP:0000107
GLIS2,29450,GLIS2,OMIM:611498,1,HP:0003774 | HP:0000090 | HP:0000092
GLIS3,28510,GLIS3,OMIM:610199,1,HP:0000113 | HP:0000107
GNA11,4379,GNA11,OMIM:145981,1,HP:0000787
GNB1,4396,GNB1,OMIM:616973,1,HP:0000126 | HP:0000074
GNB2,4398,GNB2,OMIM:619503,1,HP:0000122 | HP:0000125
GNPTAB,29670,GNPTAB,OMIM:252500,1,HP:0000105
GON7,20356,GON7,OMIM:619603,1,HP:0003774 | HP:0000097 | HP:0001967
GPC3,4451,GPC3,OMIM:194070; OMIM:312870,2,HP:0002667; HP:0002667 | HP:0000126 | HP:0000107 | HP:0000105 | HP:0005580
GREB1L,31042,GREB1L,OMIM:617805,1,HP:0000110 | HP:0000076 | HP:0000085 | HP:0000003 | HP:0000126 | HP:0000104
GRHPR,4570,GRHPR,OMIM:260000,1,HP:0000121 | HP:0000083 | HP:0000790 | HP:0008672
GRIP1,18708,GRIP1,OMIM:617667,1,HP:0010958 | HP:0012300
GSN,4620,GSN,OMIM:105120,1,HP:0000100 | HP:0000083
H4C3,4787,H4C3,OMIM:619758,1,HP:0000089 | HP:0005564
H4C5,4790,H4C5,OMIM:619950,1,HP:0012583
H4C9,4793,H4C9,OMIM:619951,1,HP:0000122 | HP:0000076
HAAO,4796,HAAO,OMIM:617660,1,HP:0000076 | HP:0000089
HBB,4827,HBB,OMIM:603903,1,HP:0000083 | HP:0000790
HDAC4,14063,HDAC4,OMIM:619797,1,HP:0000126
HGD,4892,HGD,OMIM:203500,1,HP:0012213 | HP:0000787
HMOX1,5013,HMOX1,OMIM:614034,1,HP:0000123 | HP:0000790
HNF1A,11621,HNF1A,OMIM:144700; OMIM:222100,2,HP:0005584; HP:0000103
HNF1B,11630,HNF1B,OMIM:137920; OMIM:144700,2,HP:0003774 | HP:0000089 | HP:0000122 | HP:0012210 | HP:0000077 | HP:0005563 | HP:0000074 | HP:0100611 | HP:0000107 | HP:0000787; HP:0005584
HNF4A,5024,HNF4A,OMIM:616026,1,HP:0000121
HNRNPH1,5041,HNRNPH1,OMIM:620083,1,HP:0000085
HNRNPK,5044,HNRNPK,OMIM:616580,1,HP:0012622 | HP:0000126 | HP:0010946 | HP:0000076
HOGA1,25155,HOGA1,OMIM:613616,1,HP:0008672
HOXA13,5102,HOXA13,OMIM:140000,1,HP:0000083 | HP:0012330 | HP:0000076 | HP:0000074
HPRT1,5157,HPRT1,OMIM:300322; OMIM:300323,2,HP:0000121 | HP:0000787; HP:0000083 | HP:0000787
HPS1,5163,HPS1,OMIM:203300,1,HP:0000083
HPSE2,18374,HPSE2,OMIM:236730,1,HP:0000072 | HP:0000126
HRAS,5173,HRAS,OMIM:163200; OMIM:218040; OMIM:218040,3,HP:0000085; HP:0000083; HP:0000083
HS2ST1,5193,HS2ST1,OMIM:619194,1,HP:0000122 | HP:0010958 | HP:0000072
HSD17B4,5213,HSD17B4,OMIM:261515,1,HP:0000107
HSPA9,5244,HSPA9,OMIM:616854,1,HP:0000089 | HP:0000076
HYLS1,26558,HYLS1,OMIM:236680,1,HP:0000126
IARS1,5330,IARS1,OMIM:617093,1,HP:0000081 | HP:0000126
IFIH1,18873,IFIH1,OMIM:615846,1,HP:0000100
IFNG,5438,IFNG,OMIM:613254,1,HP:0006772 | HP:0005564 | HP:0005584 | HP:0000107
IFT122,13556,IFT122,OMIM:218330,1,HP:0001970 | HP:0012622 | HP:0012623 | HP:0003774
IFT140,29077,IFT140,OMIM:266920,1,HP:0000090 | HP:0000110 | HP:0000073 | HP:0000107 | HP:0003774 | HP:0005565 | HP:0001919
IFT172,30391,IFT172,OMIM:615630,1,HP:0012622 | HP:0000090
IFT27,18626,IFT27,OMIM:615996,1,HP:0000089 | HP:0000083 | HP:0000126
IFT43,29669,IFT43,OMIM:614099; OMIM:617866,2,HP:0003774 | HP:0000090; HP:0004719 | HP:0000113
IFT56,21882,IFT56,OMIM:619534,1,HP:0000083 | HP:0004719 | HP:0000126 | HP:0010946 | HP:0003774 | HP:0012408
IL6,6018,IL6,OMIM:222100,1,HP:0000103
INF2,23791,INF2,OMIM:613237; OMIM:614455,2,HP:0003774 | HP:0002907 | HP:0000097; HP:0003774 | HP:0000097
INPP5E,21474,INPP5E,OMIM:213300,1,HP:0000112 | HP:0000107
INSL3,6086,INSL3,OMIM:219050,1,HP:0000104
INTS1,24555,INTS1,OMIM:618571,1,HP:0000110
INTU,29239,INTU,OMIM:617926,1,HP:0000089
INVS,17870,INVS,OMIM:602088,1,HP:0004743 | HP:0003774 | HP:0005564 | HP:0000090 | HP:0004719 | HP:0000105 | HP:0004734
IPO8,9853,IPO8,OMIM:619472,1,HP:0000126
IQCB1,28949,IQCB1,OMIM:609254,1,HP:0003774 | HP:0000090
ITGA3,6139,ITGA3,OMIM:614748,1,HP:0000100 | HP:0000083 | HP:0000097 | HP:0000092 | HP:0012213
ITGA8,6144,ITGA8,OMIM:191830,1,HP:0000110 | HP:0010958
ITPR3,6182,ITPR3,OMIM:222100,1,HP:0000103
JAG1,6188,JAG1,OMIM:118450,1,HP:0000089 | HP:0000081 | HP:0008659 | HP:0001920 | HP:0000097 | HP:0003774 | HP:0001947 | HP:0000110 | HP:0000076
JAK1,6190,JAK1,OMIM:618999,1,HP:0000100 | HP:0012578
JAM3,15532,JAM3,OMIM:613730,1,HP:0000086 | HP:0000800
KANK2,29300,KANK2,OMIM:617783,1,HP:0000100 | HP:0000790 | HP:0012579
KANSL1,24565,KANSL1,OMIM:610443,1,HP:0000126 | HP:0000076
KARS1,6215,KARS1,OMIM:619147,1,HP:0000083
KAT5,5275,KAT5,OMIM:619103,1,HP:0000085 | HP:0000076
KAT6A,13013,KAT6A,OMIM:616268,1,HP:0000126
KAT6B,17582,KAT6B,OMIM:606170,1,HP:0000003 | HP:0000126
KCNH1,6250,KCNH1,OMIM:135500,1,HP:0000787
KCNJ1,6255,KCNJ1,OMIM:241200,1,HP:0000121 | HP:0000111 | HP:0000103
KCNJ10,6256,KCNJ10,OMIM:612780,1,HP:0000103
KCNJ5,6266,KCNJ5,OMIM:613677,1,HP:0000103
KCNQ1OT1,6295,KCNQ1OT1,OMIM:130650,1,HP:0000121 | HP:0000076 | HP:0000803 | HP:0002667 | HP:0000105 | HP:0000787
KCTD1,18249,KCTD1,OMIM:181270,1,HP:0000089 | HP:0000122 | HP:0000083 | HP:0012330
KDM6A,12637,KDM6A,OMIM:300867,1,HP:0000085
KIAA0753,29110,KIAA0753,OMIM:617127,1,HP:0000126
KIF14,19181,KIF14,OMIM:616258; OMIM:617914,2,HP:0010958 | HP:0000089 | HP:0032464; HP:0000089 | HP:0004719 | HP:0010958 | HP:0012300
KIFBP,23419,KIFBP,OMIM:609460,1,HP:0000076
KIRREL1,15734,KIRREL1,OMIM:619201,1,HP:0012574 | HP:0000097 | HP:0031266 | HP:0012588 | HP:0012579
KL,6344,KL,OMIM:617994,1,HP:0000103 | HP:0000787
KLLN,37212,KLLN,OMIM:615107,1,HP:0009726
KMT2D,7133,KMT2D,OMIM:147920,1,HP:0000126 | HP:0004736 | HP:0000074
KNSTRN,30767,KNSTRN,OMIM:613328,1,HP:0000086
KRAS,6407,KRAS,OMIM:163200,1,HP:0000085
KYNU,6469,KYNU,OMIM:617661,1,HP:0000089 | HP:0000122 | HP:0012622
LAGE3,26058,LAGE3,OMIM:301006,1,HP:0003774 | HP:0000100 | HP:0000097 | HP:0012579
LAMA5,6485,LAMA5,OMIM:620049,1,HP:0003774 | HP:0000100 | HP:0000097 | HP:0012588
LAMB2,6487,LAMB2,OMIM:609049; OMIM:614199,2,HP:0003774 | HP:0000100 | HP:0004719 | HP:0001967; HP:0003774 | HP:0000100
LCAT,6522,LCAT,OMIM:245900,1,HP:0000083
LDHA,6535,LDHA,OMIM:612933,1,HP:0000083
LIG1,6598,LIG1,OMIM:619774,1,HP:0000003
LMNB1,6637,LMNB1,OMIM:619179,1,HP:0000126
LMNB2,6638,LMNB2,OMIM:608709,1,HP:0000793 | HP:0000100 | HP:0000790
LMOD1,6647,LMOD1,OMIM:619362,1,HP:0000072 | HP:0000126
LMX1B,6654,LMX1B,OMIM:161200; OMIM:256020,2,HP:0000100 | HP:0000083 | HP:0000099 | HP:0000790; HP:0003774 | HP:0000083 | HP:0000097 | HP:0012579
LPIN1,13345,LPIN1,OMIM:268200,1,HP:0001919
LRIG2,20889,LRIG2,OMIM:615112,1,HP:0000076 | HP:0000083 | HP:0000126
LRP2,6694,LRP2,OMIM:222448,1,HP:0005574
LRP4,6696,LRP4,OMIM:212780,1,HP:0000089 | HP:0000086 | HP:0000104
LRP5,6697,LRP5,OMIM:617875,1,HP:0000107
LTBP4,6717,LTBP4,OMIM:613177,1,HP:0000126
LYZ,6740,LYZ,OMIM:105200,1,HP:0000112 | HP:0000100 | HP:0000790
LZTFL1,6741,LZTFL1,OMIM:615994,1,HP:0003774 | HP:0000107 | HP:0000103
MAFB,6408,MAFB,OMIM:166300,1,HP:0003774 | HP:0000083 | HP:0012586
MAGED2,16353,MAGED2,OMIM:300971,1,HP:0012408 | HP:0000103
MAGI2,18957,MAGI2,OMIM:617609,1,HP:0003774 | HP:0012588 | HP:0012579
MAP3K7,6859,MAP3K7,OMIM:157800,1,HP:0000085 | HP:0000076
MAPK1,6871,MAPK1,OMIM:619087,1,HP:0000081
MAPKAPK5,6889,MAPKAPK5,OMIM:619869,1,HP:0000076
MAPKBP1,29536,MAPKBP1,OMIM:617271,1,HP:0003774 | HP:0000076 | HP:0000083 | HP:0000107 | HP:0000090
MAPRE2,6891,MAPRE2,OMIM:616734,1,HP:0000070
MASP1,6901,MASP1,OMIM:257920,1,HP:0000126
MAX,6913,MAX,OMIM:171300,1,HP:0001920
MBTPS2,15455,MBTPS2,OMIM:308205,1,HP:0000122 | HP:0000003 | HP:0000110 | HP:0000104
MCC,6935,MCC,OMIM:114500,1,HP:0005584
MCM5,6948,MCM5,OMIM:617564,1,HP:0012583 | HP:0011126
MDM2,6973,MDM2,OMIM:618681,1,HP:0000089 | HP:0000083
MED12,11957,MED12,OMIM:301068,1,HP:0000083 | HP:0000126 | HP:0012330 | HP:0000076 | HP:0000072
MED25,28845,MED25,OMIM:616449,1,HP:0000126
MEFV,6998,MEFV,OMIM:134610; OMIM:249100,2,HP:0000083 | HP:0001917; HP:0003774 | HP:0000100 | HP:0001917
MET,7029,MET,OMIM:605074,1,HP:0006766
MIA3,24008,MIA3,OMIM:619269,1,HP:0000126
MID1,7095,MID1,OMIM:300000,1,HP:0000076
MKKS,7108,MKKS,OMIM:236700; OMIM:605231,2,HP:0000072 | HP:0000113 | HP:0000126; HP:0000107
MKS1,7121,MKS1,OMIM:249000,1,HP:0000113 | HP:0000800 | HP:0000069 | HP:0000104
MLH3,7128,MLH3,OMIM:114500,1,HP:0005584
MMACHC,24525,MMACHC,OMIM:277400,1,HP:0005575 | HP:0000083 | HP:0000112 | HP:0000790
MMUT,7526,MMUT,OMIM:251000,1,HP:0003774 | HP:0001970
MNX1,4979,MNX1,OMIM:176450,1,HP:0000085 | HP:0000076
MOCOS,18234,MOCOS,OMIM:603592,1,HP:0000083 | HP:0000787
MOCS1,7190,MOCS1,OMIM:252150,1,HP:0000804
MOCS2,7193,MOCS2,OMIM:252160,1,HP:0000804
MPDU1,7207,MPDU1,OMIM:609180,1,HP:0000803
MPI,7216,MPI,OMIM:602579,1,HP:0000114 | HP:0000107
MRPL3,10379,MRPL3,OMIM:614582,1,HP:0001970
MRPS22,14508,MRPS22,OMIM:611719,1,HP:0000091
MRPS34,16618,MRPS34,OMIM:617664,1,HP:0000085
MSH3,7326,MSH3,OMIM:617100,1,HP:0000107
MTX2,7506,MTX2,OMIM:619127,1,HP:0000097
MUC1,7508,MUC1,OMIM:174000,1,HP:0004732 | HP:0003774 | HP:0002048 | HP:0000089 | HP:0005576 | HP:0001970 | HP:0000096 | HP:0005583 | HP:0000092 | HP:0012213 | HP:0000108
MVK,7530,MVK,OMIM:260920,1,HP:0006772
MYH11,7569,MYH11,OMIM:619351,1,HP:0012330 | HP:0033132 | HP:0100519
MYH9,7579,MYH9,OMIM:155100,1,HP:0000077
MYL9,15754,MYL9,OMIM:619365,1,HP:0010945 | HP:0000787
MYLK,7590,MYLK,OMIM:249210,1,HP:0000072
MYO1E,7599,MYO1E,OMIM:614131,1,HP:0003774 | HP:0000100 | HP:0000097 | HP:0000790 | HP:0000092
MYOCD,16067,MYOCD,OMIM:618719,1,HP:0003774 | HP:0100611 | HP:0004719
MYOD1,7611,MYOD1,OMIM:618975,1,HP:0000089 | HP:0000074 | HP:0000126
MYRF,1181,MYRF,OMIM:618280,1,HP:0000105
NAA10,18704,NAA10,OMIM:300855; OMIM:300855; OMIM:309800,3,HP:0000113 | HP:0000105 | HP:0004737; HP:0000113 | HP:0000105 | HP:0004737; HP:0000089 | HP:0008678 | HP:0000072
NADSYN1,29832,NADSYN1,OMIM:618845,1,HP:0010958 | HP:0000122 | HP:0005999
NARS2,26274,NARS2,OMIM:616239,1,HP:0000097
NBN,7652,NBN,OMIM:251260,1,HP:0000126
NCAPG2,21904,NCAPG2,OMIM:618460,1,HP:0000089 | HP:0000126 | HP:0000076 | HP:0000073 | HP:0000107
NDUFAF3,29918,NDUFAF3,OMIM:618240,1,HP:0000072 | HP:0000126
NDUFAF6,28625,NDUFAF6,OMIM:618913,1,HP:0003774 | HP:0005576
NEK1,7744,NEK1,OMIM:263520; OMIM:263520,2,HP:0000113; HP:0000113
NEK8,13387,NEK8,OMIM:613824; OMIM:615415,2,HP:0003774 | HP:0000090 | HP:0004734; HP:0000800 | HP:0000105
NEXMIF,29433,NEXMIF,OMIM:300912,1,HP:0025650
NF1,7765,NF1,OMIM:162200,1,HP:0001920
NFIA,7784,NFIA,OMIM:613735,1,HP:0000089 | HP:0000076 | HP:0000126
NFS1,15910,NFS1,OMIM:619386,1,HP:0000083
NHERF1,11075,NHERF1,OMIM:612287,1,HP:0000787
NIPBL,28862,NIPBL,OMIM:122470,1,HP:0000089 | HP:0000086 | HP:0012210 | HP:0000076 | HP:0005565 | HP:0000107
NLRP3,16400,NLRP3,OMIM:120100; OMIM:191900,2,HP:0001917; HP:0000083 | HP:0001917
NOD2,5331,NOD2,OMIM:617321,1,HP:0000787
NODAL,7865,NODAL,OMIM:270100,1,HP:0000089 | HP:0000073 | HP:0000071
NOS1AP,16859,NOS1AP,OMIM:619155,1,HP:0003774 | HP:0000100 | HP:0002907 | HP:0000096 | HP:0031266 | HP:0004722
NOTCH2,7882,NOTCH2,OMIM:102500; OMIM:610205,2,HP:0000113 | HP:0000107; HP:0000089 | HP:0000083 | HP:0000790 | HP:0001947 | HP:0000107
NPHP1,7905,NPHP1,OMIM:256100; OMIM:266900; OMIM:609583,3,HP:0003774 | HP:0005576 | HP:0005583 | HP:0000090 | HP:0000092 | HP:0000108 | HP:0000103; HP:0003774 | HP:0005576 | HP:0000083 | HP:0020132 | HP:0000090 | HP:0004727 | HP:0000103; HP:0003774 | HP:0000083 | HP:0000090 | HP:0100957
NPHP3,7907,NPHP3,OMIM:208540; OMIM:267010; OMIM:604387,3,HP:0003774 | HP:0000083 | HP:0000113 | HP:0000110 | HP:0000105 | HP:0005999; HP:0003774 | HP:0100611 | HP:0000003; HP:0003774 | HP:0005576 | HP:0000083 | HP:0000790 | HP:0000090 | HP:0000092 | HP:0000108 | HP:0000103
NPHP4,19104,NPHP4,OMIM:606966; OMIM:606996,2,HP:0003774 | HP:0005576 | HP:0000090 | HP:0000108 | HP:0000092 | HP:0000103; HP:0003774 | HP:0000090 | HP:0000103
NPHS1,7908,NPHS1,OMIM:256300,1,HP:0000083 | HP:0000096 | HP:0000092 | HP:0008677 | HP:0001967
NPHS2,13394,NPHS2,OMIM:600995,1,HP:0003774 | HP:0000100 | HP:0000097
NRAS,7989,NRAS,OMIM:114500; OMIM:163200,2,HP:0005584; HP:0000085
NRIP1,8001,NRIP1,OMIM:618270,1,HP:0000076 | HP:0000089 | HP:0000086 | HP:0000003 | HP:0000126
NSD1,14234,NSD1,OMIM:117550,1,HP:0000077
NSD2,12766,NSD2,OMIM:619695,1,HP:0004719 | HP:0012584
NSDHL,13398,NSDHL,OMIM:308050,1,HP:0000122 | HP:0000126
"NUP107",29914,"NUP107",OMIM:616730; OMIM:618348,2,HP:0003774 | HP:0000100 | HP:0001967 | HP:0000794 | HP:0000097 | HP:0000092 | HP:0012579; HP:0003774 | HP:0000100 | HP:0001967 | HP:0000794 | HP:0000097 | HP:0000092 | HP:0012579
"NUP133",18016,"NUP133",OMIM:618177; OMIM:618349,2,HP:0003774 | HP:0000097 | HP:0012588; HP:0003774 | HP:0000100 | HP:0000097 | HP:0000790 | HP:0000092
"NUP160",18017,"NUP160",OMIM:618178,1,HP:0000097 | HP:0012625 | HP:0012588
"NUP205",18658,"NUP205",OMIM:616893,1,HP:0003774 | HP:0000097 | HP:0012588
"NUP85",8734,"NUP85",OMIM:618176,1,HP:0003774 | HP:0002907 | HP:0000097 | HP:0012588
"NUP93",28958,"NUP93",OMIM:616892,1,HP:0003774 | HP:0000097 | HP:0000790 | HP:0001967 | HP:0012588
OCLN,8104,OCLN,OMIM:251290,1,HP:0000083
OCRL,8108,OCRL,OMIM:300555; OMIM:309000,2,HP:0000121 | HP:0012622 | HP:0000114; HP:0000083 | HP:0003774 | HP:0001994 | HP:0002049
OFD1,2567,OFD1,OMIM:311200,1,HP:0000113
OGG1,8125,OGG1,OMIM:144700,1,HP:0005584
OPLAH,8149,OPLAH,OMIM:260005; OMIM:260005,2,HP:0008672; HP:0008672
OSGEP,18028,OSGEP,OMIM:617729,1,HP:0001967 | HP:0000096 | HP:0003774 | HP:0000100
OTUD5,25402,OTUD5,OMIM:301056,1,HP:0000081 | HP:0000126 | HP:0000076
PALB2,26144,PALB2,OMIM:610832,1,HP:0002667
PAX1,8615,PAX1,OMIM:615560,1,HP:0000107
PAX2,8616,PAX2,OMIM:120330; OMIM:616002,2,HP:0003774 | HP:0000089 | HP:0000085 | HP:0012622 | HP:0004712 | HP:0000076 | HP:0005564 | HP:0000790 | HP:0000107 | HP:0000003 | HP:0000787; HP:0003774 | HP:0000100 | HP:0000089 | HP:0000097
PAX6,8620,PAX6,OMIM:120200,1,HP:0000076
PAX7,8621,PAX7,OMIM:618578,1,HP:0012585 | HP:0000126
PBRM1,30064,PBRM1,OMIM:144700,1,HP:0005584
PBX1,8632,PBX1,OMIM:617641,1,HP:0030037 | HP:0000089 | HP:0000122 | HP:0000083 | HP:0000086 | HP:0000085 | HP:0004719 | HP:0000110 | HP:0000076 | HP:0005564 | HP:0005563 | HP:0000104
PC,8636,PC,OMIM:266150,1,HP:0002049
PCK1,8724,PCK1,OMIM:261680,1,HP:0000799
PCK2,8725,PCK2,OMIM:261650,1,HP:0000799
PDCD6IP,8766,PDCD6IP,OMIM:620047,1,HP:0005565 | HP:0004719
PDE6D,8788,PDE6D,OMIM:615665,1,HP:0000089
PDGFRL,8805,PDGFRL,OMIM:114500,1,HP:0005584
PDSS2,23041,PDSS2,OMIM:614652,1,HP:0000100
PEX1,8850,PEX1,OMIM:214100; OMIM:601539,2,HP:0000126 | HP:0004734; HP:0000107
PEX10,8851,PEX10,OMIM:614870,1,HP:0000107
PEX12,8854,PEX12,OMIM:614859,1,HP:0000113
PEX13,8855,PEX13,OMIM:614883,1,HP:0005562 | HP:0000107
PEX19,9713,PEX19,OMIM:614886,1,HP:0000124
PEX2,9717,PEX2,OMIM:614866,1,HP:0000113 | HP:0004734 | HP:0000107
PEX3,8858,PEX3,OMIM:617370,1,HP:0000121
PEX5,9719,PEX5,OMIM:214110,1,HP:0000113
PEX6,8859,PEX6,OMIM:614862; OMIM:614863; OMIM:614863,3,HP:0000107; HP:0000070; HP:0000070
PGAM2,8889,PGAM2,OMIM:261670,1,HP:0000083
PGK1,8896,PGK1,OMIM:300653,1,HP:0000083
PGM1,8905,PGM1,OMIM:614921,1,HP:0000126
PGM3,8907,PGM3,OMIM:615816,1,HP:0000793
PHEX,8918,PHEX,OMIM:307800,1,HP:0000124
PHGDH,8923,PHGDH,OMIM:256520,1,HP:0000104
PHYH,8940,PHYH,OMIM:266500,1,HP:0012211
PI4KA,8983,PI4KA,OMIM:616531; OMIM:619708,2,HP:0010945; HP:0010946
PIDD1,16491,PIDD1,OMIM:619827,1,HP:0000787
PIEZO2,26270,PIEZO2,OMIM:248700,1,HP:0000089
PIGA,8957,PIGA,OMIM:300868,1,HP:0000081 | HP:0011129 | HP:0000076
PIGL,8966,PIGL,OMIM:280000,1,HP:0000081 | HP:0000074 | HP:0000126
PIGN,8967,PIGN,OMIM:614080,1,HP:0000126 | HP:0000110 | HP:0000076 | HP:0000073 | HP:0032464
PIGO,23215,PIGO,OMIM:614749,1,HP:0000076
PIGQ,14135,PIGQ,OMIM:618548,1,HP:0000076 | HP:0000803
PIGT,14938,PIGT,OMIM:615398,1,HP:0000121 | HP:0000072 | HP:0000071 | HP:0000107
PIGV,26031,PIGV,OMIM:239300,1,HP:0012210
PIGY,28213,PIGY,OMIM:616809,1,HP:0004742 | HP:0004719
PIK3C2A,8971,PIK3C2A,OMIM:618440,1,HP:0000104
